State,District,Season,Crop,Soil_Type,Area,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
Maharashtra,RATNAGIRI,Summer,rice,Black,200.0,3470.6,23.69,82.27,6.43,79.9,47.6,39.9,3.5
Maharashtra,RATNAGIRI,Kharif,rice,Black,77000.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,2.527
Maharashtra,RATNAGIRI,Summer,rice,Black,200.0,3470.6,23.69,82.27,6.43,79.9,47.6,39.9,3.0
Maharashtra,RATNAGIRI,Kharif,rice,Black,77900.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,2.707
Maharashtra,RATNAGIRI,Rabi,maize,Black,100.0,0.1,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,RATNAGIRI,Summer,rice,Black,100.0,3470.6,23.69,82.27,6.43,79.9,47.6,39.9,3.0
Maharashtra,RATNAGIRI,Kharif,rice,Black,767.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,2.562
Maharashtra,RATNAGIRI,Rabi,maize,Black,1.0,0.1,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,RATNAGIRI,Kharif,rice,Black,77400.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,2.597
Maharashtra,RATNAGIRI,Rabi,maize,Black,1.0,0.1,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,RATNAGIRI,Kharif,rice,Black,77300.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,2.622
Maharashtra,RATNAGIRI,Rabi,maize,Black,100.0,0.1,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,RATNAGIRI,Kharif,rice,Black,78000.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,2.86
Maharashtra,RATNAGIRI,Rabi,maize,Black,100.0,0.1,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,RATNAGIRI,Kharif,rice,Black,77400.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,2.921
Maharashtra,RATNAGIRI,Rabi,maize,Black,100.0,0.1,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,RATNAGIRI,Summer,rice,Black,100.0,3470.6,23.69,82.27,6.43,79.9,47.6,39.9,3.0
Maharashtra,RATNAGIRI,Kharif,rice,Black,73800.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,2.911
Maharashtra,RATNAGIRI,Summer,rice,Black,100.0,3470.6,23.69,82.27,6.43,79.9,47.6,39.9,2.0
Maharashtra,RATNAGIRI,Kharif,rice,Black,72100.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,2.957
Maharashtra,RATNAGIRI,Kharif,rice,Black,72500.0,3261.5,23.69,82.27,6.43,79.9,47.6,39.9,3.041
Maharashtra,SANGLI,Kharif,maize,Black,7500.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,1.347
Maharashtra,SANGLI,Kharif,rice,Black,15700.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.064
Maharashtra,SANGLI,Rabi,maize,Black,3600.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,SANGLI,Summer,maize,Black,1100.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.818
Maharashtra,SANGLI,Kharif,maize,Black,8200.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,1.951
Maharashtra,SANGLI,Kharif,rice,Black,16300.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,3.16
Maharashtra,SANGLI,Rabi,maize,Black,5400.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,1.574
Maharashtra,SANGLI,Summer,maize,Black,1600.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.688
Maharashtra,SANGLI,Kharif,maize,Black,9300.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,1.602
Maharashtra,SANGLI,Kharif,rice,Black,17900.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.637
Maharashtra,SANGLI,Rabi,maize,Black,6300.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,1.556
Maharashtra,SANGLI,Summer,maize,Black,1800.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.722
Maharashtra,SANGLI,Kharif,maize,Black,9900.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,0.626
Maharashtra,SANGLI,Kharif,rice,Black,18600.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.172
Maharashtra,SANGLI,Rabi,maize,Black,7300.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,1.644
Maharashtra,SANGLI,Kharif,maize,Black,8500.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,2.141
Maharashtra,SANGLI,Kharif,rice,Black,17700.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.667
Maharashtra,SANGLI,Rabi,maize,Black,7500.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,1.64
Maharashtra,SANGLI,Summer,maize,Black,1100.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.364
Maharashtra,SANGLI,Kharif,maize,Black,9100.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,1.132
Maharashtra,SANGLI,Kharif,rice,Black,18500.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,1.535
Maharashtra,SANGLI,Rabi,maize,Black,6900.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,1.826
Maharashtra,SANGLI,Summer,maize,Black,1200.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.75
Maharashtra,SANGLI,Kharif,maize,Black,5900.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,1.898
Maharashtra,SANGLI,Kharif,rice,Black,15600.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.532
Maharashtra,SANGLI,Rabi,maize,Black,7300.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,2.685
Maharashtra,SANGLI,Whole year,banana,Black,100.0,730.6,27.38,80.36,5.98,100.2,82.0,50.0,50.6
Maharashtra,SANGLI,Whole year,grapes,Black,5465.0,730.6,23.85,81.88,6.03,23.2,132.5,200.1,22.747
Maharashtra,SANGLI,Whole year,mango,Black,2606.0,730.6,31.21,50.16,5.77,20.1,27.2,29.9,1.85
Maharashtra,SANGLI,Kharif,maize,Black,13400.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,2.179
Maharashtra,SANGLI,Kharif,rice,Black,17700.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.497
Maharashtra,SANGLI,Rabi,maize,Black,8500.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,1.871
Maharashtra,SANGLI,Summer,maize,Black,1800.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Maharashtra,SANGLI,Kharif,rice,Black,18100.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.182
Maharashtra,SANGLI,Kharif,maize,Black,16100.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,0.59
Maharashtra,SANGLI,Kharif,rice,Black,18100.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,1.597
Maharashtra,SANGLI,Rabi,maize,Black,9100.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,2.308
Maharashtra,SANGLI,Summer,maize,Black,800.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.5
Maharashtra,SANGLI,Kharif,maize,Black,224.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,2.295
Maharashtra,SANGLI,Kharif,rice,Black,187.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.332
Maharashtra,SANGLI,Rabi,maize,Black,106.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,2.708
Maharashtra,SANGLI,Summer,maize,Black,12.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.583
Maharashtra,SANGLI,Kharif,maize,Black,13400.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,2.075
Maharashtra,SANGLI,Kharif,rice,Black,18700.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.07
Maharashtra,SANGLI,Rabi,maize,Black,133.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,2.586
Maharashtra,SANGLI,Kharif,maize,Black,14100.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,2.433
Maharashtra,SANGLI,Kharif,rice,Black,18700.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,1.877
Maharashtra,SANGLI,Rabi,maize,Black,14300.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,2.545
Maharashtra,SANGLI,Kharif,maize,Black,26200.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,3.115
Maharashtra,SANGLI,Kharif,rice,Black,20200.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.668
Maharashtra,SANGLI,Rabi,maize,Black,15500.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,3.155
Maharashtra,SANGLI,Kharif,maize,Black,32800.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,2.232
Maharashtra,SANGLI,Kharif,rice,Black,18100.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,1.862
Maharashtra,SANGLI,Rabi,maize,Black,17700.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,1.78
Maharashtra,SANGLI,Summer,maize,Black,2600.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.538
Maharashtra,SANGLI,Kharif,maize,Black,17900.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,1.81
Maharashtra,SANGLI,Kharif,rice,Black,17500.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,1.926
Maharashtra,SANGLI,Rabi,maize,Black,17000.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,1.929
Maharashtra,SANGLI,Kharif,maize,Black,26600.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,2.173
Maharashtra,SANGLI,Kharif,rice,Black,14500.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,1.759
Maharashtra,SANGLI,Rabi,maize,Black,18500.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,2.827
Maharashtra,SANGLI,Summer,maize,Black,2800.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.571
Maharashtra,SANGLI,Kharif,maize,Black,37100.0,508.1,22.39,65.09,6.25,77.8,48.4,19.8,3.946
Maharashtra,SANGLI,Kharif,rice,Black,15500.0,508.1,23.69,82.27,6.43,79.9,47.6,39.9,2.026
Maharashtra,SANGLI,Rabi,maize,Black,24300.0,2.5,22.39,65.09,6.25,77.8,48.4,19.8,3.872
Maharashtra,SANGLI,Summer,maize,Black,2400.0,730.6,22.39,65.09,6.25,77.8,48.4,19.8,1.542
Maharashtra,SATARA,Kharif,maize,Black,6700.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.194
Maharashtra,SATARA,Kharif,rice,Black,41100.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.564
Maharashtra,SATARA,Rabi,maize,Black,2900.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,1.241
Maharashtra,SATARA,Summer,maize,Black,400.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.75
Maharashtra,SATARA,Kharif,maize,Black,7200.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,2.056
Maharashtra,SATARA,Kharif,rice,Black,41500.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,2.414
Maharashtra,SATARA,Rabi,maize,Black,4000.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,1.4
Maharashtra,SATARA,Summer,maize,Black,600.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.667
Maharashtra,SATARA,Kharif,maize,Black,8400.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.524
Maharashtra,SATARA,Kharif,rice,Black,44000.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.616
Maharashtra,SATARA,Rabi,maize,Black,4700.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,1.511
Maharashtra,SATARA,Summer,maize,Black,600.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.667
Maharashtra,SATARA,Kharif,maize,Black,7100.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,0.62
Maharashtra,SATARA,Kharif,rice,Black,43900.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.169
Maharashtra,SATARA,Rabi,maize,Black,4900.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,1.531
Maharashtra,SATARA,Kharif,maize,Black,7000.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,2.143
Maharashtra,SATARA,Kharif,rice,Black,44600.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.731
Maharashtra,SATARA,Rabi,maize,Black,4800.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,1.833
Maharashtra,SATARA,Summer,maize,Black,600.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.333
Maharashtra,SATARA,Kharif,maize,Black,8000.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.613
Maharashtra,SATARA,Kharif,rice,Black,45400.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.568
Maharashtra,SATARA,Rabi,maize,Black,4900.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,2.878
Maharashtra,SATARA,Summer,maize,Black,400.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.75
Maharashtra,SATARA,Kharif,maize,Black,7800.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,2.115
Maharashtra,SATARA,Kharif,rice,Black,44200.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.661
Maharashtra,SATARA,Rabi,maize,Black,4700.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,1.681
Maharashtra,SATARA,Whole year,banana,Black,300.0,912.5,27.38,80.36,5.98,100.2,82.0,50.0,42.933
Maharashtra,SATARA,Whole year,grapes,Black,347.0,912.5,23.85,81.88,6.03,23.2,132.5,200.1,42.081
Maharashtra,SATARA,Whole year,mango,Black,8959.0,912.5,31.21,50.16,5.77,20.1,27.2,29.9,1.786
Maharashtra,SATARA,Kharif,maize,Black,9900.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.354
Maharashtra,SATARA,Kharif,rice,Black,44100.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.653
Maharashtra,SATARA,Rabi,maize,Black,4900.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,2.837
Maharashtra,SATARA,Summer,maize,Black,1300.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.692
Maharashtra,SATARA,Kharif,rice,Black,43600.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.683
Maharashtra,SATARA,Kharif,maize,Black,8000.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,0.637
Maharashtra,SATARA,Kharif,rice,Black,45000.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,2.073
Maharashtra,SATARA,Rabi,maize,Black,6900.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,2.768
Maharashtra,SATARA,Summer,maize,Black,600.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.667
Maharashtra,SATARA,Kharif,maize,Black,93.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.183
Maharashtra,SATARA,Kharif,rice,Black,496.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,2.065
Maharashtra,SATARA,Rabi,maize,Black,59.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,2.627
Maharashtra,SATARA,Summer,maize,Black,8.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.625
Maharashtra,SATARA,Kharif,maize,Black,6600.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.652
Maharashtra,SATARA,Kharif,rice,Black,49700.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,2.199
Maharashtra,SATARA,Rabi,maize,Black,60.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,2.517
Maharashtra,SATARA,Kharif,maize,Black,10200.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,2.245
Maharashtra,SATARA,Kharif,rice,Black,50600.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.52
Maharashtra,SATARA,Rabi,maize,Black,6400.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,3.078
Maharashtra,SATARA,Kharif,maize,Black,12200.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.41
Maharashtra,SATARA,Kharif,rice,Black,50800.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.618
Maharashtra,SATARA,Rabi,maize,Black,6800.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,3.088
Maharashtra,SATARA,Kharif,maize,Black,11900.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.672
Maharashtra,SATARA,Kharif,rice,Black,50500.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.644
Maharashtra,SATARA,Rabi,maize,Black,6700.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,2.91
Maharashtra,SATARA,Summer,maize,Black,3700.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.622
Maharashtra,SATARA,Kharif,maize,Black,10900.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.156
Maharashtra,SATARA,Kharif,rice,Black,51000.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.373
Maharashtra,SATARA,Rabi,maize,Black,6000.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,2.35
Maharashtra,SATARA,Summer,maize,Black,2600.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.615
Maharashtra,SATARA,Kharif,maize,Black,13200.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,2.439
Maharashtra,SATARA,Kharif,rice,Black,50400.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.5
Maharashtra,SATARA,Rabi,maize,Black,11700.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,2.915
Maharashtra,SATARA,Summer,maize,Black,500.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.6
Maharashtra,SATARA,Kharif,maize,Black,16400.0,723.8,22.39,65.09,6.25,77.8,48.4,19.8,1.915
Maharashtra,SATARA,Kharif,rice,Black,52900.0,723.8,23.69,82.27,6.43,79.9,47.6,39.9,1.79
Maharashtra,SATARA,Rabi,maize,Black,11700.0,1.4,22.39,65.09,6.25,77.8,48.4,19.8,2.12
Maharashtra,SATARA,Summer,maize,Black,2700.0,912.5,22.39,65.09,6.25,77.8,48.4,19.8,1.593
Maharashtra,SINDHUDURG,Kharif,rice,Black,75300.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.615
Maharashtra,SINDHUDURG,Summer,rice,Black,46.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,1.783
Maharashtra,SINDHUDURG,Kharif,rice,Black,75600.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.754
Maharashtra,SINDHUDURG,Rabi,maize,Black,200.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,SINDHUDURG,Summer,rice,Black,4500.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,2.244
Maharashtra,SINDHUDURG,Kharif,rice,Black,75400.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.286
Maharashtra,SINDHUDURG,Rabi,maize,Black,100.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,SINDHUDURG,Summer,rice,Black,4500.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,1.978
Maharashtra,SINDHUDURG,Kharif,rice,Black,75400.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.484
Maharashtra,SINDHUDURG,Rabi,maize,Black,100.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,SINDHUDURG,Summer,rice,Black,4400.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,2.318
Maharashtra,SINDHUDURG,Kharif,rice,Black,74300.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.549
Maharashtra,SINDHUDURG,Rabi,maize,Black,100.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,SINDHUDURG,Summer,rice,Black,4300.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,1.86
Maharashtra,SINDHUDURG,Kharif,rice,Black,74500.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.192
Maharashtra,SINDHUDURG,Rabi,maize,Black,100.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,SINDHUDURG,Summer,rice,Black,4400.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,2.045
Maharashtra,SINDHUDURG,Kharif,rice,Black,74700.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,3.171
Maharashtra,SINDHUDURG,Rabi,maize,Black,100.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,SINDHUDURG,Summer,rice,Black,4300.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,1.977
Maharashtra,SINDHUDURG,Whole year,banana,Black,100.0,3269.2,27.38,80.36,5.98,100.2,82.0,50.0,25.2
Maharashtra,SINDHUDURG,Whole year,mango,Black,18136.0,3269.2,31.21,50.16,5.77,20.1,27.2,29.9,3.242
Maharashtra,SINDHUDURG,Kharif,rice,Black,74500.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.83
Maharashtra,SINDHUDURG,Rabi,maize,Black,100.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
Maharashtra,SINDHUDURG,Summer,rice,Black,4300.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,1.977
Maharashtra,SINDHUDURG,Kharif,rice,Black,74500.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.891
Maharashtra,SINDHUDURG,Summer,rice,Black,4200.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,2.095
Maharashtra,SINDHUDURG,Kharif,rice,Black,74700.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.95
Maharashtra,SINDHUDURG,Rabi,maize,Black,100.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,SINDHUDURG,Summer,rice,Black,4100.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,2.146
Maharashtra,SINDHUDURG,Kharif,rice,Black,749.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.738
Maharashtra,SINDHUDURG,Rabi,maize,Black,1.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,SINDHUDURG,Kharif,rice,Black,74400.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.796
Maharashtra,SINDHUDURG,Rabi,maize,Black,2.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,SINDHUDURG,Kharif,rice,Black,74600.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.63
Maharashtra,SINDHUDURG,Rabi,maize,Black,200.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,SINDHUDURG,Kharif,rice,Black,73900.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.666
Maharashtra,SINDHUDURG,Rabi,maize,Black,300.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Maharashtra,SINDHUDURG,Kharif,rice,Black,74200.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.729
Maharashtra,SINDHUDURG,Summer,rice,Black,3800.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,2.263
Maharashtra,SINDHUDURG,Kharif,rice,Black,74200.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,2.79
Maharashtra,SINDHUDURG,Summer,rice,Black,2600.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,2.385
Maharashtra,SINDHUDURG,Kharif,rice,Black,74200.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,3.137
Maharashtra,SINDHUDURG,Summer,rice,Black,2600.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,2.154
Maharashtra,SINDHUDURG,Kharif,rice,Black,67400.0,3021.8,23.69,82.27,6.43,79.9,47.6,39.9,3.3
Maharashtra,SINDHUDURG,Rabi,maize,Black,100.0,0.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
Maharashtra,SINDHUDURG,Summer,rice,Black,2600.0,3269.2,23.69,82.27,6.43,79.9,47.6,39.9,2.077
Maharashtra,SOLAPUR,Kharif,maize,Black,8700.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,1.126
Maharashtra,SOLAPUR,Kharif,rice,Black,2100.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,1.095
Maharashtra,SOLAPUR,Rabi,maize,Black,11700.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,1.598
Maharashtra,SOLAPUR,Summer,maize,Black,1600.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.812
Maharashtra,SOLAPUR,Kharif,maize,Black,11000.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,2.127
Maharashtra,SOLAPUR,Kharif,rice,Black,2900.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,1.138
Maharashtra,SOLAPUR,Rabi,maize,Black,17300.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,1.503
Maharashtra,SOLAPUR,Summer,maize,Black,2300.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.783
Maharashtra,SOLAPUR,Kharif,maize,Black,12100.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,1.372
Maharashtra,SOLAPUR,Kharif,rice,Black,3200.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,1.312
Maharashtra,SOLAPUR,Rabi,maize,Black,12500.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,1.552
Maharashtra,SOLAPUR,Summer,maize,Black,2400.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.792
Maharashtra,SOLAPUR,Kharif,maize,Black,13900.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,0.626
Maharashtra,SOLAPUR,Kharif,rice,Black,3000.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,1.133
Maharashtra,SOLAPUR,Rabi,maize,Black,15200.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,1.158
Maharashtra,SOLAPUR,Kharif,maize,Black,7800.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,0.001
Maharashtra,SOLAPUR,Kharif,rice,Black,600.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,1.333
Maharashtra,SOLAPUR,Rabi,maize,Black,14000.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,1.836
Maharashtra,SOLAPUR,Summer,maize,Black,1300.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.385
Maharashtra,SOLAPUR,Kharif,maize,Black,12400.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,1.403
Maharashtra,SOLAPUR,Kharif,rice,Black,500.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.6
Maharashtra,SOLAPUR,Rabi,maize,Black,12900.0,4.2,22.39,65.09,6.25,77.8,48.4,19.8,2.078
Maharashtra,SOLAPUR,Summer,maize,Black,1800.0,646.5,22.39,65.09,6.25,77.8,48.4,19.8,1.778
Maharashtra,SOLAPUR,Kharif,maize,Black,5100.0,474.2,22.39,65.09,6.25,77.8,48.4,19.8,0.294
Maharashtra,SOLAPUR,Kharif,rice,Black,200.0,474.2,23.69,82.27,6.43,79.9,47.6,39.9,0.5
