Crop,Soil_Type,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,1.619
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,2.5
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,0.455
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,3.194
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,2.667
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,3.048
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,2.214
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,0.5
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,2.455
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,2.818
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,2.5
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,2.2
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,3.0
maize,Black,815.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.143
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.611
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.875
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.701
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.286
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.636
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.494
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,2.556
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.942
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.655
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,2.167
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.588
banana,Black,897.4,27.38,80.36,5.98,100.2,82.0,50.0,69.975
grapes,Black,897.4,23.85,81.88,6.03,23.2,132.5,200.1,26.825
mango,Black,897.4,31.21,50.16,5.77,20.1,27.2,29.9,2.02
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.214
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.438
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.49
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.625
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.541
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,3.176
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.825
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,3.0
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.4
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,2.214
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,1.442
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,2.5
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.737
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,2.75
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.756
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,2.25
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.395
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.286
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,2.9
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.17
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.333
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,1.875
rice,Black,897.4,23.69,82.27,6.43,79.9,47.6,39.9,0.302
maize,Black,897.4,22.39,65.09,6.25,77.8,48.4,19.8,0.167
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,1.091
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.571
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.168
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,0.5
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.607
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.333
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.712
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,0.444
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.586
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,0.952
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,0.667
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.154
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.974
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,0.6
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.85
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.496
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,0.333
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.706
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.667
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.101
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,0.333
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.476
banana,Black,716.2,27.38,80.36,5.98,100.2,82.0,50.0,42.95
grapes,Black,716.2,23.85,81.88,6.03,23.2,132.5,200.1,26.838
mango,Black,716.2,31.21,50.16,5.77,20.1,27.2,29.9,1.848
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.883
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,0.667
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.722
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.769
rice,Black,716.2,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,3.227
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.81
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,3.133
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.755
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,3.1
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.66
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.769
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,3.672
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,3.116
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,3.255
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,3.172
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.273
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,2.019
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,0.66
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.4
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,4.525
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,3.453
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.273
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,0.917
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,1.267
maize,Black,716.2,22.39,65.09,6.25,77.8,48.4,19.8,0.441
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.931
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.5
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.765
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,2.167
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.4
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.333
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.4
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.844
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.447
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.6
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.958
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.588
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.133
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.667
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.625
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.85
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.429
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.031
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.25
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.65
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.706
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.4
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.5
banana,Black,708.4,27.38,80.36,5.98,100.2,82.0,50.0,65.65
grapes,Black,708.4,23.85,81.88,6.03,23.2,132.5,200.1,26.831
mango,Black,708.4,31.21,50.16,5.77,20.1,27.2,29.9,1.848
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.806
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.261
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.316
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.333
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,4.5
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.575
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.75
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,2.852
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.7
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.128
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.467
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.811
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.06
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.4
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.231
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.877
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.333
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.047
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.556
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.375
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.485
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.239
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.5
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.167
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.955
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.783
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.5
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.655
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.327
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.6
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.25
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.758
rice,Black,708.4,23.69,82.27,6.43,79.9,47.6,39.9,0.25
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.694
maize,Black,708.4,22.39,65.09,6.25,77.8,48.4,19.8,0.462
maize,Black,1292.7,22.39,65.09,6.25,77.8,48.4,19.8,0.5
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.243
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.508
maize,Black,1292.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.175
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.563
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.548
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.073
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.006
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.057
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.373
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.15
maize,Black,1292.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.13
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.091
maize,Black,1292.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.554
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.333
banana,Black,1292.7,27.38,80.36,5.98,100.2,82.0,50.0,24.2
mango,Black,1292.7,31.21,50.16,5.77,20.1,27.2,29.9,1.848
maize,Black,1292.7,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,0.729
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.444
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.685
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.435
maize,Black,1292.7,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.451
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.891
maize,Black,1292.7,22.39,65.09,6.25,77.8,48.4,19.8,3.0
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.794
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,0.721
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,0.998
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.426
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.709
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.54
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.034
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.634
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.63
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.473
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,1.619
rice,Black,1292.7,23.69,82.27,6.43,79.9,47.6,39.9,2.289
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,0.82
rice,Black,746.9,23.69,82.27,6.43,79.9,47.6,39.9,0.429
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.8
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.814
rice,Black,746.9,23.69,82.27,6.43,79.9,47.6,39.9,0.8
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.4
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.53
rice,Black,746.9,23.69,82.27,6.43,79.9,47.6,39.9,0.5
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,0.95
rice,Black,746.9,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.469
rice,Black,746.9,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.75
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.056
rice,Black,746.9,23.69,82.27,6.43,79.9,47.6,39.9,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.2
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.143
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.833
banana,Black,746.9,27.38,80.36,5.98,100.2,82.0,50.0,48.275
grapes,Black,746.9,23.85,81.88,6.03,23.2,132.5,200.1,26.85
mango,Black,746.9,31.21,50.16,5.77,20.1,27.2,29.9,1.877
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.224
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.333
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.64
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.409
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.471
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,3.19
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.704
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,3.026
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.857
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.221
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,0.471
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.479
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.081
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.783
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.571
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.244
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,0.739
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.86
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,2.524
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.444
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.813
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,0.157
maize,Black,746.9,22.39,65.09,6.25,77.8,48.4,19.8,1.765
maize,Black,1272.0,22.39,65.09,6.25,77.8,48.4,19.8,0.909
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.394
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.182
maize,Black,1272.0,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.208
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.567
maize,Black,1272.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.504
maize,Black,1272.0,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.548
maize,Black,1272.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,0.823
maize,Black,1272.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.067
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.444
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.2
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,0.762
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.75
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.45
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.0
mango,Black,1272.0,31.21,50.16,5.77,20.1,27.2,29.9,1.72
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,0.752
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,2.2
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.582
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.094
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.384
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.724
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.56
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,0.848
maize,Black,1272.0,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,0.619
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.401
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.264
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.833
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.583
maize,Black,1272.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,2.077
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.319
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,2.156
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,0.752
maize,Black,1272.0,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,1272.0,23.69,82.27,6.43,79.9,47.6,39.9,1.7
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.751
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.838
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.786
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.984
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.602
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.643
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.636
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.959
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.571
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,0.667
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.367
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.2
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.797
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,1.143
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.833
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.855
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.808
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.5
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,2.953
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,1.38
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,2.125
grapes,Black,607.2,23.85,81.88,6.03,23.2,132.5,200.1,26.827
mango,Black,607.2,31.21,50.16,5.77,20.1,27.2,29.9,1.887
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,2.371
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,1.059
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,3.143
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Black,607.2,23.69,82.27,6.43,79.9,47.6,39.9,0.98
maize,Black,607.2,22.39,65.09,6.25,77.8,48.4,19.8,1.917
